rowid,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,yearly_income
2253,23,Local-gov,144165,Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
2255,18,Private,92008,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,28,United-States,<=50K
2257,32,Private,203674,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,880,36,United-States,<=50K
2258,39,Private,99270,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,>50K
2259,42,State-gov,163069,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
2260,45,Private,360393,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
2261,21,Private,325923,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
2262,55,Private,145214,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
2263,17,?,171461,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
2264,64,Private,165020,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
2265,47,Local-gov,134671,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2266,65,?,240857,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2377,40,United-States,>50K
2267,38,Private,241998,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
2268,41,Private,184846,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2269,40,Self-emp-inc,50644,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,1506,0,40,United-States,<=50K
2270,59,State-gov,261584,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
2271,21,Private,211601,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
2272,32,Private,230420,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
2273,20,Private,515797,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2274,35,Private,180647,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
2275,41,Private,99870,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
2276,64,Private,61892,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,15,United-States,<=50K
2277,26,Private,143068,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,50,United-States,<=50K
2278,52,Self-emp-inc,181855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,65,United-States,>50K
2279,30,Private,207937,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,50,United-States,>50K
2280,45,Private,112283,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
2281,60,Federal-gov,119832,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
2284,22,Private,190916,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
2286,36,Private,208068,Preschool,1,Divorced,Other-service,Not-in-family,Other,Male,0,0,72,Mexico,<=50K
2288,34,?,164309,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,8,United-States,<=50K
2289,27,Local-gov,282664,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,45,?,<=50K
2290,21,Private,129172,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,16,United-States,<=50K
2291,43,Self-emp-not-inc,170230,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
2294,32,Private,24961,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
2295,51,Private,302847,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
2296,46,Private,170850,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,?,<=50K
2297,20,Private,194247,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K
2298,61,Self-emp-not-inc,201273,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
2300,31,Private,84130,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
2301,25,Private,149875,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
2302,34,Private,146980,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,65,United-States,<=50K
2303,47,Private,167787,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
2304,28,Self-emp-not-inc,96219,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,5,United-States,<=50K
2305,28,Private,113987,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
2306,47,Private,73064,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,35,United-States,<=50K
2307,52,Local-gov,108083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
2308,25,Private,353795,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United-States,>50K
2309,23,Private,149704,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
2310,45,Local-gov,153312,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,United-States,>50K
2311,46,Private,45363,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,2824,40,United-States,>50K
2313,34,Local-gov,226296,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
2314,57,Private,361324,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2315,38,Private,405284,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
2316,43,Private,115932,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K
2317,36,Private,287658,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
2319,52,Private,266138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K
2320,44,Private,180609,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
2321,34,Self-emp-not-inc,112650,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
2322,55,Private,183884,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
2323,53,Self-emp-inc,136823,11th,7,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
2324,45,Self-emp-not-inc,364365,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
2325,38,Private,234962,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,30,Mexico,<=50K
2326,34,Private,400416,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,<=50K
2327,45,Private,88781,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,>50K
2328,21,Private,255957,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,4101,0,40,United-States,<=50K
2330,61,?,139391,Some-college,10,Married-civ-spouse,?,Husband,White,Male,99999,0,30,United-States,>50K
2331,39,Private,294919,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
2332,32,Private,73498,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
2333,26,Private,181920,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
2334,25,Private,184698,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic,<=50K
2335,37,Private,468713,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2336,30,Private,230224,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
2337,17,Private,232900,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
2338,29,Private,194940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2339,57,State-gov,25045,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,2174,0,37,United-States,<=50K
2340,36,Private,347491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
2341,36,Local-gov,241962,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2342,34,Private,97355,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
2344,40,Private,248094,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
2345,28,Private,190060,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
2346,27,Private,191782,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,30,United-States,<=50K
2347,25,?,34161,12th,8,Separated,?,Unmarried,White,Female,0,0,30,United-States,<=50K
2350,45,Private,188386,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1628,45,United-States,<=50K
2351,38,Private,130813,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
2352,45,Local-gov,556652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
2353,19,Private,100999,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
2354,37,Self-emp-inc,126569,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
2355,19,?,199495,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,United-States,<=50K
2356,56,Private,101128,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran,<=50K
2357,31,Private,61559,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
2358,62,Local-gov,208266,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
2359,33,Private,143540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2360,33,Self-emp-not-inc,33404,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,>50K
2361,42,Private,34278,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
2364,18,Private,88642,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
2365,39,Private,242922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
2366,37,Private,213008,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Japan,<=50K
2367,38,Private,407068,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,Mexico,<=50K
2368,19,Self-emp-not-inc,36012,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
2369,29,Private,201022,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
2370,43,Private,174575,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
2372,34,State-gov,189843,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2373,44,Private,367749,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K
2374,66,?,107744,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
2376,41,Private,237452,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,Cuba,>50K
2377,18,Private,234428,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
2379,37,State-gov,151322,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
2380,27,Private,234664,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
2381,46,Federal-gov,233555,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,?,<=50K
2383,35,Self-emp-not-inc,308874,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
2384,22,Private,231085,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
2385,38,Private,372484,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
2386,31,Private,142675,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
2387,54,Private,178946,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
2388,53,Private,209022,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
2390,46,Private,551962,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,50,Peru,<=50K
2391,22,Private,281432,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
2392,44,Private,192381,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K
2393,23,Private,214120,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,United-States,<=50K
2394,28,Local-gov,356089,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K
2395,37,Federal-gov,129573,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,72,?,>50K
2396,17,Private,47771,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
2397,18,?,31008,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
2398,19,Private,220101,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
2399,28,Private,51461,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
2400,35,Local-gov,33975,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
2401,18,Private,395567,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
2403,32,Private,141410,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
2405,35,Private,292185,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2406,32,Private,74883,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
2407,59,Self-emp-not-inc,132925,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
2408,62,Private,122246,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,8614,0,39,United-States,>50K
2410,39,Private,123945,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
2412,23,Self-emp-not-inc,289116,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K
2413,51,Private,163052,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
2414,37,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
2416,29,Local-gov,187649,HS-grad,9,Separated,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
2417,24,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
2418,63,Private,383058,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
2420,45,Private,241350,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
2421,29,Private,158218,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50K
2423,63,Private,113324,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
2424,42,Self-emp-not-inc,82297,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,United-States,<=50K
2425,33,Private,119409,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Columbia,<=50K
2427,51,Private,338620,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
2428,51,Local-gov,133050,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
2430,56,Private,371064,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
2431,36,Private,156667,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
2432,53,Private,149784,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
2434,32,Private,33678,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
2435,38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,<=50K
2437,48,Self-emp-inc,38240,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
2438,48,Private,116641,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
2439,34,?,55921,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
2440,32,Private,116138,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,11,Taiwan,<=50K
2444,29,Private,103432,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
2445,29,Private,178272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
2446,36,Private,214604,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
2447,36,Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
2451,42,Private,153132,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,?,<=50K
2452,54,Private,220055,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
2453,23,Private,32950,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
2455,28,Local-gov,167536,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
2457,43,Private,253759,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,<=50K
2458,22,?,195532,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
2459,48,Private,169324,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,Haiti,<=50K
